# simulation: Earthquake Building Sim
# Exported: 2025-12-20T13:04:15.291047
#
Time(s),Max_Displacement
35.3212,nan
35.3312,nan
35.3412,nan
35.3512,nan
35.3612,nan
35.3712,nan
35.3812,nan
35.3912,nan
35.4012,nan
35.4112,nan
35.4212,nan
35.4312,nan
35.4412,nan
35.4512,nan
35.4612,nan
35.4712,nan
35.4812,nan
35.4912,nan
35.5012,nan
35.5112,nan
35.5212,nan
35.5312,nan
35.5412,nan
35.5512,nan
35.5612,nan
35.5712,nan
35.5812,nan
35.5912,nan
35.6012,nan
35.6112,nan
35.6212,nan
35.6312,nan
35.6412,nan
35.6512,nan
35.6612,nan
35.6712,nan
35.6812,nan
35.6912,nan
35.7012,nan
35.7112,nan
35.7212,nan
35.7312,nan
35.7412,nan
35.7512,nan
35.7612,nan
35.7712,nan
35.7812,nan
35.7912,nan
35.8012,nan
35.8112,nan
35.8212,nan
35.8312,nan
35.8412,nan
35.8512,nan
35.8612,nan
35.8712,nan
35.8812,nan
35.8912,nan
35.9012,nan
35.9112,nan
35.9212,nan
35.9312,nan
35.9412,nan
35.9512,nan
35.9612,nan
35.9712,nan
35.9812,nan
35.9912,nan
36.0012,nan
36.0112,nan
36.0212,nan
36.0312,nan
36.0412,nan
36.0512,nan
36.0612,nan
36.0712,nan
36.0812,nan
36.0912,nan
36.1012,nan
36.1112,nan
36.1212,nan
36.1312,nan
36.1412,nan
36.1512,nan
36.1612,nan
36.1712,nan
36.1812,nan
36.1912,nan
36.2012,nan
36.2112,nan
36.2212,nan
36.2312,nan
36.2412,nan
36.2512,nan
36.2612,nan
36.2712,nan
36.2812,nan
36.2912,nan
36.3012,nan
36.3112,nan
36.3212,nan
36.3312,nan
36.3412,nan
36.3512,nan
36.3612,nan
36.3712,nan
36.3812,nan
36.3912,nan
36.4012,nan
36.4112,nan
36.4212,nan
36.4312,nan
36.4412,nan
36.4512,nan
36.4612,nan
36.4712,nan
36.4812,nan
36.4912,nan
36.5012,nan
36.5112,nan
36.5212,nan
36.5312,nan
36.5412,nan
36.5512,nan
36.5612,nan
36.5712,nan
36.5812,nan
36.5912,nan
36.6012,nan
36.6112,nan
36.6212,nan
36.6312,nan
36.6412,nan
36.6512,nan
36.6612,nan
36.6712,nan
36.6812,nan
36.6912,nan
36.7012,nan
36.7112,nan
36.7212,nan
36.7312,nan
36.7412,nan
36.7512,nan
36.7612,nan
36.7712,nan
36.7812,nan
36.7912,nan
36.8012,nan
36.8112,nan
36.8212,nan
36.8312,nan
36.8412,nan
36.8512,nan
36.8612,nan
36.8712,nan
36.8812,nan
36.8912,nan
36.9012,nan
36.9112,nan
36.9212,nan
36.9312,nan
36.9412,nan
36.9512,nan
36.9612,nan
36.9712,nan
36.9812,nan
36.9912,nan
37.0012,nan
37.0112,nan
37.0212,nan
37.0312,nan
37.0412,nan
37.0512,nan
37.0612,nan
37.0712,nan
37.0812,nan
37.0912,nan
37.1012,nan
37.1112,nan
37.1212,nan
37.1312,nan
37.1412,nan
37.1512,nan
37.1612,nan
37.1712,nan
37.1812,nan
37.1912,nan
37.2012,nan
37.2112,nan
37.2212,nan
37.2312,nan
37.2412,nan
37.2512,nan
37.2612,nan
37.2712,nan
37.2812,nan
37.2912,nan
37.3012,nan
37.3112,nan
37.3212,nan
37.3312,nan
37.3412,nan
37.3512,nan
37.3612,nan
37.3712,nan
37.3812,nan
37.3912,nan
37.4012,nan
37.4112,nan
37.4212,nan
37.4312,nan
37.4412,nan
37.4512,nan
37.4612,nan
37.4712,nan
37.4812,nan
37.4912,nan
37.5013,nan
37.5113,nan
37.5213,nan
37.5313,nan
37.5413,nan
37.5513,nan
37.5613,nan
37.5713,nan
37.5813,nan
37.5913,nan
37.6013,nan
37.6113,nan
37.6213,nan
37.6313,nan
37.6413,nan
37.6513,nan
37.6613,nan
37.6713,nan
37.6813,nan
37.6913,nan
37.7013,nan
37.7113,nan
37.7213,nan
37.7313,nan
37.7413,nan
37.7513,nan
37.7613,nan
37.7713,nan
37.7813,nan
37.7913,nan
37.8013,nan
37.8113,nan
37.8213,nan
37.8313,nan
37.8413,nan
37.8513,nan
37.8613,nan
37.8713,nan
37.8813,nan
37.8913,nan
37.9013,nan
37.9113,nan
37.9213,nan
37.9313,nan
37.9413,nan
37.9513,nan
37.9613,nan
37.9713,nan
37.9813,nan
37.9913,nan
38.0013,nan
38.0113,nan
38.0213,nan
38.0313,nan
38.0413,nan
38.0513,nan
38.0613,nan
38.0713,nan
38.0813,nan
38.0913,nan
38.1013,nan
38.1113,nan
38.1213,nan
38.1313,nan
38.1413,nan
38.1513,nan
38.1613,nan
38.1713,nan
38.1813,nan
38.1913,nan
38.2013,nan
38.2113,nan
38.2213,nan
38.2313,nan
38.2413,nan
38.2513,nan
38.2613,nan
38.2713,nan
38.2813,nan
38.2913,nan
38.3013,nan
38.3113,nan
38.3213,nan
38.3313,nan
38.3413,nan
38.3513,nan
38.3613,nan
38.3713,nan
38.3813,nan
38.3913,nan
38.4013,nan
38.4113,nan
38.4213,nan
38.4313,nan
38.4413,nan
38.4513,nan
38.4613,nan
38.4713,nan
38.4813,nan
38.4913,nan
38.5013,nan
38.5113,nan
38.5213,nan
38.5313,nan
38.5413,nan
38.5513,nan
38.5613,nan
38.5713,nan
38.5813,nan
38.5913,nan
38.6013,nan
38.6113,nan
38.6213,nan
38.6313,nan
38.6413,nan
38.6513,nan
38.6613,nan
38.6713,nan
38.6813,nan
38.6913,nan
38.7013,nan
38.7113,nan
38.7213,nan
38.7313,nan
38.7413,nan
38.7513,nan
38.7613,nan
38.7713,nan
38.7813,nan
38.7913,nan
38.8013,nan
38.8113,nan
38.8213,nan
38.8313,nan
38.8413,nan
38.8513,nan
38.8613,nan
38.8713,nan
38.8813,nan
38.8913,nan
38.9013,nan
38.9113,nan
38.9213,nan
38.9313,nan
38.9413,nan
38.9513,nan
38.9613,nan
38.9713,nan
38.9813,nan
38.9913,nan
39.0013,nan
39.0113,nan
39.0213,nan
39.0313,nan
39.0413,nan
39.0513,nan
39.0613,nan
39.0713,nan
39.0813,nan
39.0913,nan
39.1013,nan
39.1113,nan
39.1213,nan
39.1313,nan
39.1413,nan
39.1513,nan
39.1613,nan
39.1713,nan
39.1813,nan
39.1913,nan
39.2013,nan
39.2113,nan
39.2213,nan
39.2313,nan
39.2413,nan
39.2513,nan
39.2613,nan
39.2713,nan
39.2813,nan
39.2913,nan
39.3013,nan
39.3113,nan
39.3213,nan
39.3313,nan
39.3413,nan
39.3513,nan
39.3613,nan
39.3713,nan
39.3813,nan
39.3913,nan
39.4013,nan
39.4113,nan
39.4213,nan
39.4313,nan
39.4413,nan
39.4513,nan
39.4613,nan
39.4713,nan
39.4813,nan
39.4913,nan
39.5013,nan
39.5113,nan
39.5213,nan
39.5313,nan
39.5413,nan
39.5513,nan
39.5613,nan
39.5713,nan
39.5813,nan
39.5913,nan
39.6013,nan
39.6113,nan
39.6213,nan
39.6313,nan
39.6413,nan
39.6513,nan
39.6613,nan
39.6713,nan
39.6813,nan
39.6913,nan
39.7013,nan
39.7113,nan
39.7213,nan
39.7313,nan
39.7413,nan
39.7513,nan
39.7613,nan
39.7713,nan
39.7813,nan
39.7913,nan
39.8013,nan
39.8113,nan
39.8213,nan
39.8313,nan
39.8413,nan
39.8513,nan
39.8613,nan
39.8713,nan
39.8813,nan
39.8913,nan
39.9013,nan
39.9113,nan
39.9213,nan
39.9313,nan
39.9413,nan
39.9513,nan
39.9613,nan
39.9713,nan
39.9813,nan
39.9913,nan
40.0013,nan
40.0113,nan
40.0213,nan
40.0313,nan
40.0413,nan
40.0513,nan
40.0613,nan
40.0713,nan
40.0813,nan
40.0913,nan
40.1013,nan
40.1113,nan
40.1213,nan
40.1313,nan
40.1413,nan
40.1513,nan
40.1613,nan
40.1713,nan
40.1813,nan
40.1913,nan
40.2013,nan
40.2113,nan
40.2213,nan
40.2313,nan
40.2413,nan
40.2513,nan
40.2613,nan
40.2713,nan
40.2813,nan
40.2913,nan
40.3013,nan
40.3113,nan
40.3213,nan
40.3313,nan
40.3413,nan
40.3513,nan
40.3613,nan
40.3713,nan
40.3813,nan
40.3913,nan
40.4013,nan
40.4113,nan
40.4213,nan
40.4313,nan
40.4413,nan
40.4513,nan
40.4613,nan
40.4713,nan
40.4813,nan
40.4913,nan
40.5014,nan
40.5114,nan
40.5214,nan
40.5314,nan
40.5414,nan
40.5514,nan
40.5614,nan
40.5714,nan
40.5814,nan
40.5914,nan
40.6014,nan
40.6114,nan
40.6214,nan
40.6314,nan
40.6414,nan
40.6514,nan
40.6614,nan
40.6714,nan
40.6814,nan
40.6914,nan
40.7014,nan
40.7114,nan
40.7214,nan
40.7314,nan
40.7414,nan
40.7514,nan
40.7614,nan
40.7714,nan
40.7814,nan
40.7914,nan
40.8014,nan
40.8114,nan
40.8214,nan
40.8314,nan
40.8414,nan
40.8514,nan
40.8614,nan
40.8714,nan
40.8814,nan
40.8914,nan
40.9014,nan
40.9114,nan
40.9214,nan
40.9314,nan
40.9414,nan
40.9514,nan
40.9614,nan
40.9714,nan
40.9814,nan
40.9914,nan
41.0014,nan
41.0114,nan
41.0214,nan
41.0314,nan
41.0414,nan
41.0514,nan
41.0614,nan
41.0714,nan
41.0814,nan
41.0914,nan
41.1014,nan
41.1114,nan
41.1214,nan
41.1314,nan
41.1414,nan
41.1514,nan
41.1614,nan
41.1714,nan
41.1814,nan
41.1914,nan
41.2014,nan
41.2114,nan
41.2214,nan
41.2314,nan
41.2414,nan
41.2514,nan
41.2614,nan
41.2714,nan
41.2814,nan
41.2914,nan
41.3014,nan
41.3114,nan
41.3214,nan
41.3314,nan
41.3414,nan
41.3514,nan
41.3614,nan
41.3714,nan
41.3814,nan
41.3914,nan
41.4014,nan
41.4114,nan
41.4214,nan
41.4314,nan
41.4414,nan
41.4514,nan
41.4614,nan
41.4714,nan
41.4814,nan
41.4914,nan
41.5014,nan
41.5114,nan
41.5214,nan
41.5314,nan
41.5414,nan
41.5514,nan
41.5614,nan
41.5714,nan
41.5814,nan
41.5914,nan
41.6014,nan
41.6114,nan
41.6214,nan
41.6314,nan
41.6414,nan
41.6514,nan
41.6614,nan
41.6714,nan
41.6814,nan
41.6914,nan
41.7014,nan
41.7114,nan
41.7214,nan
41.7314,nan
41.7414,nan
41.7514,nan
41.7614,nan
41.7714,nan
41.7814,nan
41.7914,nan
41.8014,nan
41.8114,nan
41.8214,nan
41.8314,nan
41.8414,nan
41.8514,nan
41.8614,nan
41.8714,nan
41.8814,nan
41.8914,nan
41.9014,nan
41.9114,nan
41.9214,nan
41.9314,nan
41.9414,nan
41.9514,nan
41.9614,nan
41.9714,nan
41.9814,nan
41.9914,nan
42.0014,nan
42.0114,nan
42.0214,nan
42.0314,nan
42.0414,nan
42.0514,nan
42.0614,nan
42.0714,nan
42.0814,nan
42.0914,nan
42.1014,nan
42.1114,nan
42.1214,nan
42.1314,nan
42.1414,nan
42.1514,nan
42.1614,nan
42.1714,nan
42.1814,nan
42.1914,nan
42.2014,nan
42.2114,nan
42.2214,nan
42.2314,nan
42.2414,nan
42.2514,nan
42.2614,nan
42.2714,nan
42.2814,nan
42.2914,nan
42.3014,nan
42.3114,nan
42.3214,nan
42.3314,nan
42.3414,nan
42.3514,nan
42.3614,nan
42.3714,nan
42.3814,nan
42.3914,nan
42.4014,nan
42.4114,nan
42.4214,nan
42.4314,nan
42.4414,nan
42.4514,nan
42.4614,nan
42.4714,nan
42.4814,nan
42.4914,nan
42.5014,nan
42.5114,nan
42.5214,nan
42.5314,nan
42.5414,nan
42.5514,nan
42.5614,nan
42.5714,nan
42.5814,nan
42.5914,nan
42.6014,nan
42.6114,nan
42.6214,nan
42.6314,nan
42.6414,nan
42.6514,nan
42.6614,nan
42.6714,nan
42.6814,nan
42.6914,nan
42.7014,nan
42.7114,nan
42.7214,nan
42.7314,nan
42.7414,nan
42.7514,nan
42.7614,nan
42.7714,nan
42.7814,nan
42.7914,nan
42.8014,nan
42.8114,nan
42.8214,nan
42.8314,nan
42.8414,nan
42.8514,nan
42.8614,nan
42.8714,nan
42.8814,nan
42.8914,nan
42.9014,nan
42.9114,nan
42.9214,nan
42.9314,nan
42.9414,nan
42.9514,nan
42.9614,nan
42.9714,nan
42.9814,nan
42.9914,nan
43.0014,nan
43.0114,nan
43.0214,nan
43.0314,nan
43.0414,nan
43.0514,nan
43.0614,nan
43.0714,nan
43.0814,nan
43.0914,nan
43.1014,nan
43.1114,nan
43.1214,nan
43.1314,nan
43.1414,nan
43.1514,nan
43.1614,nan
43.1714,nan
43.1814,nan
43.1914,nan
43.2014,nan
43.2114,nan
43.2214,nan
43.2314,nan
43.2414,nan
43.2514,nan
43.2614,nan
43.2714,nan
43.2814,nan
43.2914,nan
43.3014,nan
43.3114,nan
43.3214,nan
43.3314,nan
43.3414,nan
43.3514,nan
43.3614,nan
43.3714,nan
43.3814,nan
43.3914,nan
43.4014,nan
43.4114,nan
43.4214,nan
43.4314,nan
43.4414,nan
43.4514,nan
43.4614,nan
43.4714,nan
43.4814,nan
43.4914,nan
43.5015,nan
43.5115,nan
43.5215,nan
43.5315,nan
43.5415,nan
43.5515,nan
43.5615,nan
43.5715,nan
43.5815,nan
43.5915,nan
43.6015,nan
43.6115,nan
43.6215,nan
43.6315,nan
43.6415,nan
43.6515,nan
43.6615,nan
43.6715,nan
43.6815,nan
43.6915,nan
43.7015,nan
43.7115,nan
43.7215,nan
43.7315,nan
43.7415,nan
43.7515,nan
43.7615,nan
43.7715,nan
43.7815,nan
43.7915,nan
43.8015,nan
43.8115,nan
43.8215,nan
43.8315,nan
43.8415,nan
43.8515,nan
43.8615,nan
43.8715,nan
43.8815,nan
43.8915,nan
43.9015,nan
43.9115,nan
43.9215,nan
43.9315,nan
43.9415,nan
43.9515,nan
43.9615,nan
43.9715,nan
43.9815,nan
43.9915,nan
44.0015,nan
44.0115,nan
44.0215,nan
44.0315,nan
44.0415,nan
44.0515,nan
44.0615,nan
44.0715,nan
44.0815,nan
44.0915,nan
44.1015,nan
44.1115,nan
44.1215,nan
44.1315,nan
44.1415,nan
44.1515,nan
44.1615,nan
44.1715,nan
44.1815,nan
44.1915,nan
44.2015,nan
44.2115,nan
44.2215,nan
44.2315,nan
44.2415,nan
44.2515,nan
44.2615,nan
44.2715,nan
44.2815,nan
44.2915,nan
44.3015,nan
44.3115,nan
44.3215,nan
44.3315,nan
44.3415,nan
44.3515,nan
44.3615,nan
44.3715,nan
44.3815,nan
44.3915,nan
44.4015,nan
44.4115,nan
44.4215,nan
44.4315,nan
44.4415,nan
44.4515,nan
44.4615,nan
44.4715,nan
44.4815,nan
44.4915,nan
44.5015,nan
44.5115,nan
44.5215,nan
44.5315,nan
44.5415,nan
44.5515,nan
44.5615,nan
44.5715,nan
44.5815,nan
44.5915,nan
44.6015,nan
44.6115,nan
44.6215,nan
44.6315,nan
44.6415,nan
44.6515,nan
44.6615,nan
44.6715,nan
44.6815,nan
44.6915,nan
44.7015,nan
44.7115,nan
44.7215,nan
44.7315,nan
44.7415,nan
44.7515,nan
44.7615,nan
44.7715,nan
44.7815,nan
44.7915,nan
44.8015,nan
44.8115,nan
44.8215,nan
44.8315,nan
44.8415,nan
44.8515,nan
44.8615,nan
44.8715,nan
44.8815,nan
44.8915,nan
44.9015,nan
44.9115,nan
44.9215,nan
44.9315,nan
44.9415,nan
44.9515,nan
44.9615,nan
44.9715,nan
44.9815,nan
44.9915,nan
45.0015,nan
45.0115,nan
45.0215,nan
45.0315,nan
45.0415,nan
45.0515,nan
45.0615,nan
45.0715,nan
45.0815,nan
45.0915,nan
45.1015,nan
45.1115,nan
45.1215,nan
45.1315,nan
45.1415,nan
45.1515,nan
45.1615,nan
45.1715,nan
45.1815,nan
45.1915,nan
45.2015,nan
45.2115,nan
45.2215,nan
45.2315,nan
45.2415,nan
45.2515,nan
45.2615,nan
45.2715,nan
45.2815,nan
45.2915,nan
45.3015,nan
45.3115,nan
45.3215,nan
45.3315,nan
45.3415,nan
45.3515,nan
45.3615,nan
45.3715,nan
45.3815,nan
45.3915,nan
45.4015,nan
45.4115,nan
45.4215,nan
45.4315,nan
45.4415,nan
45.4515,nan
45.4615,nan
45.4715,nan
45.4815,nan
45.4915,nan
45.5015,nan
45.5115,nan
45.5215,nan
45.5315,nan
45.5415,nan
45.5515,nan
45.5615,nan
45.5715,nan
45.5815,nan
45.5915,nan
45.6015,nan
45.6115,nan
45.6215,nan
45.6315,nan
45.6415,nan
45.6515,nan
45.6615,nan
45.6715,nan
45.6815,nan
45.6915,nan
45.7015,nan
45.7115,nan
45.7215,nan
45.7315,nan
45.7415,nan
45.7515,nan
45.7615,nan
45.7715,nan
45.7815,nan
45.7915,nan
45.8015,nan
45.8115,nan
45.8215,nan
45.8315,nan
45.8415,nan
45.8515,nan
45.8615,nan
45.8715,nan
45.8815,nan
45.8915,nan
45.9015,nan
45.9115,nan
45.9215,nan
45.9315,nan
45.9415,nan
45.9515,nan
45.9615,nan
45.9715,nan
45.9815,nan
45.9915,nan
46.0015,nan
46.0115,nan
46.0215,nan
46.0315,nan
46.0415,nan
46.0515,nan
46.0615,nan
46.0715,nan
46.0815,nan
46.0915,nan
46.1015,nan
46.1115,nan
46.1215,nan
46.1315,nan
46.1415,nan
46.1515,nan
46.1615,nan
46.1715,nan
46.1815,nan
46.1915,nan
46.2015,nan
46.2115,nan
46.2215,nan
46.2315,nan
46.2415,nan
46.2515,nan
46.2615,nan
46.2715,nan
46.2815,nan
46.2915,nan
46.3015,nan
46.3115,nan
46.3215,nan
46.3315,nan
46.3415,nan
46.3515,nan
46.3615,nan
46.3715,nan
46.3815,nan
46.3915,nan
46.4015,nan
46.4115,nan
46.4215,nan
46.4315,nan
46.4415,nan
46.4515,nan
46.4615,nan
46.4715,nan
46.4815,nan
46.4915,nan
46.5016,nan
46.5116,nan
46.5216,nan
46.5316,nan
46.5416,nan
46.5516,nan
46.5616,nan
46.5716,nan
46.5816,nan
46.5916,nan
46.6016,nan
46.6116,nan
46.6216,nan
46.6316,nan
46.6416,nan
46.6516,nan
46.6616,nan
46.6716,nan
46.6816,nan
46.6916,nan
46.7016,nan
46.7116,nan
46.7216,nan
46.7316,nan
46.7416,nan
46.7516,nan
46.7616,nan
46.7716,nan
46.7816,nan
46.7916,nan
46.8016,nan
46.8116,nan
46.8216,nan
46.8316,nan
46.8416,nan
46.8516,nan
46.8616,nan
46.8716,nan
46.8816,nan
46.8916,nan
46.9016,nan
46.9116,nan
46.9216,nan
46.9316,nan
46.9416,nan
46.9516,nan
46.9616,nan
46.9716,nan
46.9816,nan
46.9916,nan
47.0016,nan
47.0116,nan
47.0216,nan
47.0316,nan
47.0416,nan
47.0516,nan
47.0616,nan
47.0716,nan
47.0816,nan
47.0916,nan
47.1016,nan
47.1116,nan
47.1216,nan
47.1316,nan
47.1416,nan
47.1516,nan
47.1616,nan
47.1716,nan
47.1816,nan
47.1916,nan
47.2016,nan
47.2116,nan
47.2216,nan
47.2316,nan
47.2416,nan
47.2516,nan
47.2616,nan
47.2716,nan
47.2816,nan
47.2916,nan
47.3016,nan
47.3116,nan
47.3216,nan
47.3316,nan
47.3416,nan
47.3516,nan
47.3616,nan
47.3716,nan
47.3816,nan
47.3916,nan
47.4016,nan
47.4116,nan
47.4216,nan
47.4316,nan
47.4416,nan
47.4516,nan
47.4616,nan
47.4716,nan
47.4816,nan
47.4916,nan
47.5016,nan
47.5116,nan
47.5216,nan
47.5316,nan
47.5416,nan
47.5516,nan
47.5616,nan
47.5716,nan
47.5816,nan
47.5916,nan
47.6016,nan
47.6116,nan
47.6216,nan
47.6316,nan
47.6416,nan
47.6516,nan
47.6616,nan
47.6716,nan
47.6816,nan
47.6916,nan
47.7016,nan
47.7116,nan
47.7216,nan
47.7316,nan
47.7416,nan
47.7516,nan
47.7616,nan
47.7716,nan
47.7816,nan
47.7916,nan
47.8016,nan
47.8116,nan
47.8216,nan
47.8316,nan
47.8416,nan
47.8516,nan
47.8616,nan
47.8716,nan
47.8816,nan
47.8916,nan
47.9016,nan
47.9116,nan
47.9216,nan
47.9316,nan
47.9416,nan
47.9516,nan
47.9616,nan
47.9716,nan
47.9816,nan
47.9916,nan
48.0016,nan
48.0116,nan
48.0216,nan
48.0316,nan
48.0416,nan
48.0516,nan
48.0616,nan
48.0716,nan
48.0816,nan
48.0916,nan
48.1016,nan
48.1116,nan
48.1216,nan
48.1316,nan
48.1416,nan
48.1516,nan
48.1616,nan
48.1716,nan
48.1816,nan
48.1916,nan
48.2016,nan
48.2116,nan
48.2216,nan
48.2316,nan
48.2416,nan
48.2516,nan
48.2616,nan
48.2716,nan
48.2816,nan
48.2916,nan
48.3016,nan
48.3116,nan
48.3216,nan
48.3316,nan
48.3416,nan
48.3516,nan
48.3616,nan
48.3716,nan
48.3816,nan
48.3916,nan
48.4016,nan
48.4116,nan
48.4216,nan
48.4316,nan
48.4416,nan
48.4516,nan
48.4616,nan
48.4716,nan
48.4816,nan
48.4916,nan
48.5016,nan
48.5116,nan
48.5216,nan
48.5316,nan
48.5416,nan
48.5516,nan
48.5616,nan
48.5716,nan
48.5816,nan
48.5916,nan
48.6016,nan
48.6116,nan
48.6216,nan
48.6316,nan
48.6416,nan
48.6516,nan
48.6616,nan
48.6716,nan
48.6816,nan
48.6916,nan
48.7016,nan
48.7116,nan
48.7216,nan
48.7316,nan
48.7416,nan
48.7516,nan
48.7616,nan
48.7716,nan
48.7816,nan
48.7916,nan
48.8016,nan
48.8116,nan
48.8216,nan
48.8316,nan
48.8416,nan
48.8516,nan
48.8616,nan
48.8716,nan
48.8816,nan
48.8916,nan
48.9016,nan
48.9116,nan
48.9216,nan
48.9316,nan
48.9416,nan
48.9516,nan
48.9616,nan
48.9716,nan
48.9816,nan
48.9916,nan
49.0016,nan
49.0116,nan
49.0216,nan
49.0316,nan
49.0416,nan
49.0516,nan
49.0616,nan
49.0716,nan
49.0816,nan
49.0916,nan
49.1016,nan
49.1116,nan
49.1216,nan
49.1316,nan
49.1416,nan
49.1516,nan
49.1616,nan
49.1716,nan
49.1816,nan
49.1916,nan
49.2016,nan
49.2116,nan
49.2216,nan
49.2316,nan
49.2416,nan
49.2516,nan
49.2616,nan
49.2716,nan
49.2816,nan
49.2916,nan
49.3016,nan
49.3116,nan
49.3216,nan
49.3316,nan
49.3416,nan
49.3516,nan
49.3616,nan
49.3716,nan
49.3816,nan
49.3916,nan
49.4016,nan
49.4116,nan
49.4216,nan
49.4316,nan
49.4416,nan
49.4516,nan
49.4616,nan
49.4716,nan
49.4816,nan
49.4916,nan
49.5017,nan
49.5117,nan
49.5217,nan
49.5317,nan
49.5417,nan
49.5517,nan
49.5617,nan
49.5717,nan
49.5817,nan
49.5917,nan
49.6017,nan
49.6117,nan
49.6217,nan
49.6317,nan
49.6417,nan
49.6517,nan
49.6617,nan
49.6717,nan
49.6817,nan
49.6917,nan
49.7017,nan
49.7117,nan
49.7217,nan
49.7317,nan
49.7417,nan
49.7517,nan
49.7617,nan
49.7717,nan
49.7817,nan
49.7917,nan
49.8017,nan
49.8117,nan
49.8217,nan
49.8317,nan
49.8417,nan
49.8517,nan
49.8617,nan
49.8717,nan
49.8817,nan
49.8917,nan
49.9017,nan
49.9117,nan
49.9217,nan
49.9317,nan
49.9417,nan
49.9517,nan
49.9617,nan
49.9717,nan
49.9817,nan
49.9917,nan
50.0017,nan
50.0117,nan
50.0217,nan
50.0317,nan
50.0417,nan
50.0517,nan
50.0617,nan
50.0717,nan
50.0817,nan
50.0917,nan
50.1017,nan
50.1117,nan
50.1217,nan
50.1317,nan
50.1417,nan
50.1517,nan
50.1617,nan
50.1717,nan
50.1817,nan
50.1917,nan
50.2017,nan
50.2117,nan
50.2217,nan
50.2317,nan
50.2417,nan
50.2517,nan
50.2617,nan
50.2717,nan
50.2817,nan
50.2917,nan
50.3017,nan
50.3117,nan
50.3217,nan
50.3317,nan
50.3417,nan
50.3517,nan
50.3617,nan
50.3717,nan
50.3817,nan
50.3917,nan
50.4017,nan
50.4117,nan
50.4217,nan
50.4317,nan
50.4417,nan
50.4517,nan
50.4617,nan
50.4717,nan
50.4817,nan
50.4917,nan
50.5017,nan
50.5117,nan
50.5217,nan
50.5317,nan
50.5417,nan
50.5517,nan
50.5617,nan
50.5717,nan
50.5817,nan
50.5917,nan
50.6017,nan
50.6117,nan
50.6217,nan
50.6317,nan
50.6417,nan
50.6517,nan
50.6617,nan
50.6717,nan
50.6817,nan
50.6917,nan
50.7017,nan
50.7117,nan
50.7217,nan
50.7317,nan
50.7417,nan
50.7517,nan
50.7617,nan
50.7717,nan
50.7817,nan
50.7917,nan
50.8017,nan
50.8117,nan
50.8217,nan
50.8317,nan
50.8417,nan
50.8517,nan
50.8617,nan
50.8717,nan
50.8817,nan
50.8917,nan
50.9017,nan
50.9117,nan
50.9217,nan
50.9317,nan
50.9417,nan
50.9517,nan
50.9617,nan
50.9717,nan
50.9817,nan
50.9917,nan
51.0017,nan
51.0117,nan
51.0217,nan
51.0317,nan
51.0417,nan
51.0517,nan
51.0617,nan
51.0717,nan
51.0817,nan
51.0917,nan
51.1017,nan
51.1117,nan
51.1217,nan
51.1317,nan
51.1417,nan
51.1517,nan
51.1617,nan
51.1717,nan
51.1817,nan
51.1917,nan
51.2017,nan
51.2117,nan
51.2217,nan
51.2317,nan
51.2417,nan
51.2517,nan
51.2617,nan
51.2717,nan
51.2817,nan
51.2917,nan
51.3017,nan
51.3117,nan
51.3217,nan
51.3317,nan
51.3417,nan
51.3517,nan
51.3617,nan
51.3717,nan
51.3817,nan
51.3917,nan
51.4017,nan
51.4117,nan
51.4217,nan
51.4317,nan
51.4417,nan
51.4517,nan
51.4617,nan
51.4717,nan
51.4817,nan
51.4917,nan
51.5017,nan
51.5117,nan
51.5217,nan
51.5317,nan
51.5417,nan
51.5517,nan
51.5617,nan
51.5717,nan
51.5817,nan
51.5917,nan
51.6017,nan
51.6117,nan
51.6217,nan
51.6317,nan
51.6417,nan
51.6517,nan
51.6617,nan
51.6717,nan
51.6817,nan
51.6917,nan
51.7017,nan
51.7117,nan
51.7217,nan
51.7317,nan
51.7417,nan
51.7517,nan
51.7617,nan
51.7717,nan
51.7817,nan
51.7917,nan
51.8017,nan
51.8117,nan
51.8217,nan
51.8317,nan
51.8417,nan
51.8517,nan
51.8617,nan
51.8717,nan
51.8817,nan
51.8917,nan
51.9017,nan
51.9117,nan
51.9217,nan
51.9317,nan
51.9417,nan
51.9517,nan
51.9617,nan
51.9717,nan
51.9817,nan
51.9917,nan
52.0017,nan
52.0117,nan
52.0217,nan
52.0317,nan
52.0417,nan
52.0517,nan
52.0617,nan
52.0717,nan
52.0817,nan
52.0917,nan
52.1017,nan
52.1117,nan
52.1217,nan
52.1317,nan
52.1417,nan
52.1517,nan
52.1617,nan
52.1717,nan
52.1817,nan
52.1917,nan
52.2017,nan
52.2117,nan
52.2217,nan
52.2317,nan
52.2417,nan
52.2517,nan
52.2617,nan
52.2717,nan
52.2817,nan
52.2917,nan
52.3017,nan
52.3117,nan
52.3217,nan
52.3317,nan
52.3417,nan
52.3517,nan
52.3617,nan
52.3717,nan
52.3817,nan
52.3917,nan
52.4017,nan
52.4117,nan
52.4217,nan
52.4317,nan
52.4417,nan
52.4517,nan
52.4617,nan
52.4717,nan
52.4817,nan
52.4917,nan
52.5018,nan
52.5118,nan
52.5218,nan
52.5318,nan
52.5418,nan
52.5518,nan
52.5618,nan
52.5718,nan
52.5818,nan
52.5918,nan
52.6018,nan
52.6118,nan
52.6218,nan
52.6318,nan
52.6418,nan
52.6518,nan
52.6618,nan
52.6718,nan
52.6818,nan
52.6918,nan
52.7018,nan
52.7118,nan
52.7218,nan
52.7318,nan
52.7418,nan
